query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
Cast2/4_inter	LG4_RagTag	95.532	1069	1119	42	5	8	1069	95.53	1	1113	1113	100	100	3827567	3826451	15665498	0	1778	1971
Cast2/4_inter	LG4_RagTag	95.438	1067	1118	44	4	7	1067	95.44	1	1113	1113	100	100	14375	13260	15665498	0	1775	1968
Cast2/4_inter	LG4_RagTag	95.524	1067	1117	43	5	7	1067	95.52	1	1113	1113	100	100	3830119	3829006	15665498	0	1773	1966
Cast2/4_inter	LG4_RagTag	95.601	1065	1114	44	5	5	1065	95.6	1	1113	1113	100	100	480557	479448	15665498	0	1771	1963
Cast2/4_inter	LG4_RagTag	95.349	1066	1118	44	5	8	1066	95.35	1	1113	1113	100	100	481832	480718	15665498	0	1767	1959
Cast2/4_inter	LG4_RagTag	95.349	1066	1118	44	6	8	1066	95.35	1	1113	1113	100	100	484380	483266	15665498	0	1763	1954
Cast2/4_inter	LG4_RagTag	95.349	1066	1118	44	6	8	1066	95.35	1	1113	1113	100	100	4017813	4016699	15665498	0	1763	1954
Cast2/4_inter	LG4_RagTag	95.259	1065	1118	46	5	7	1065	95.26	1	1113	1113	100	100	4013981	4012866	15665498	0	1762	1953
Cast2/4_inter	LG4_RagTag	95.264	1066	1119	44	6	9	1066	95.26	1	1113	1113	100	100	3839057	3837942	15665498	0	1761	1952
Cast2/4_inter	LG4_RagTag	95.098	1067	1122	43	6	12	1067	95.1	1	1113	1113	100	100	3837781	3836663	15665498	0	1760	1951
Cast2/4_inter	LG4_RagTag	95.013	1067	1123	44	6	12	1067	95.01	1	1113	1113	100	100	4016538	4015418	15665498	0	1757	1948
Cast2/4_inter	LG4_RagTag	95.17	1064	1118	46	6	8	1064	95.17	1	1113	1113	100	100	10547	9433	15665498	0	1754	1944
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	47	5	8	1063	95.08	1	1113	1113	100	100	24580	23466	15665498	0	1754	1944
Cast2/4_inter	LG4_RagTag	95.264	1066	1119	42	8	11	1066	95.26	1	1113	1113	100	100	3825012	3823899	15665498	0	1754	1944
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	48	5	7	1063	95.08	1	1113	1113	100	100	3826290	3825175	15665498	0	1753	1943
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	48	5	7	1063	95.08	1	1113	1113	100	100	4015257	4014142	15665498	0	1753	1943
Cast2/4_inter	LG4_RagTag	95.085	1064	1119	46	6	9	1064	95.08	1	1113	1113	100	100	3835224	3834109	15665498	0	1752	1942
Cast2/4_inter	LG4_RagTag	94.911	1063	1120	48	5	9	1063	94.91	1	1113	1113	100	100	9272	8155	15665498	0	1749	1939
Cast2/4_inter	LG4_RagTag	94.991	1062	1118	48	5	8	1062	94.99	1	1113	1113	100	100	15650	14536	15665498	0	1749	1939
Cast2/4_inter	LG4_RagTag	94.991	1062	1118	48	5	8	1062	94.99	1	1113	1113	100	100	25855	24741	15665498	0	1749	1939
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	47	6	8	1063	95.08	1	1113	1113	100	100	3831396	3830282	15665498	0	1749	1939
Cast2/4_inter	LG4_RagTag	94.991	1062	1118	49	5	7	1062	94.99	1	1113	1113	100	100	29680	28565	15665498	0	1748	1938
Cast2/4_inter	LG4_RagTag	94.996	1063	1119	47	6	9	1063	95	1	1113	1113	100	100	20752	19637	15665498	0	1747	1937
Cast2/4_inter	LG4_RagTag	95.17	1064	1118	44	8	10	1064	95.17	1	1113	1113	100	100	483105	481993	15665498	0	1746	1936
Cast2/4_inter	LG4_RagTag	94.897	1060	1117	51	4	6	1060	94.9	1	1113	1113	100	100	32230	31116	15665498	0	1746	1935
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	46	7	9	1063	95.08	1	1113	1113	100	100	37327	36214	15665498	0	1746	1935
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	46	7	9	1063	95.08	1	1113	1113	100	100	3828843	3827730	15665498	0	1746	1935
Cast2/4_inter	LG4_RagTag	95.081	1063	1118	46	7	9	1063	95.08	1	1113	1113	100	100	3836500	3835387	15665498	0	1746	1935
Cast2/4_inter	LG4_RagTag	94.902	1061	1118	49	5	8	1061	94.9	1	1113	1113	100	100	1603	489	15665498	0	1745	1934
Cast2/4_inter	LG4_RagTag	94.657	1063	1123	48	5	12	1063	94.66	1	1113	1113	100	100	6716	5596	15665498	0	1744	1933
Cast2/4_inter	LG4_RagTag	94.817	1061	1119	49	5	9	1061	94.82	1	1113	1113	100	100	11823	10708	15665498	0	1743	1932
Cast2/4_inter	LG4_RagTag	94.897	1060	1117	50	5	7	1060	94.9	1	1113	1113	100	100	184273	183160	15665498	0	1742	1931
Cast2/4_inter	LG4_RagTag	94.902	1061	1118	48	6	9	1061	94.9	1	1113	1113	100	100	18199	17086	15665498	0	1741	1930
Cast2/4_inter	LG4_RagTag	94.732	1061	1120	49	5	10	1061	94.73	1	1113	1113	100	100	19476	18360	15665498	0	1741	1930
Cast2/4_inter	LG4_RagTag	94.732	1061	1120	49	5	10	1061	94.73	1	1113	1113	100	100	23305	22189	15665498	0	1741	1930
Cast2/4_inter	LG4_RagTag	94.808	1059	1117	52	4	6	1059	94.81	1	1113	1113	100	100	36053	34939	15665498	0	1741	1930
Cast2/4_inter	LG4_RagTag	94.643	1060	1120	51	4	9	1060	94.64	1	1113	1113	100	100	7994	6877	15665498	0	1740	1929
Cast2/4_inter	LG4_RagTag	94.902	1061	1118	49	6	8	1061	94.9	1	1113	1113	100	100	30955	29841	15665498	0	1740	1929
Cast2/4_inter	LG4_RagTag	94.902	1061	1118	49	6	8	1061	94.9	1	1113	1113	100	100	3832673	3831559	15665498	0	1740	1929
Cast2/4_inter	LG4_RagTag	94.737	1062	1121	48	6	11	1062	94.74	1	1113	1113	100	100	5435	4318	15665498	0	1739	1928
Cast2/4_inter	LG4_RagTag	94.812	1060	1118	51	5	7	1060	94.81	1	1113	1113	100	100	34778	33663	15665498	0	1739	1928
Cast2/4_inter	LG4_RagTag	94.732	1061	1120	48	6	11	1061	94.73	1	1113	1113	100	100	28405	27290	15665498	0	1737	1926
Cast2/4_inter	LG4_RagTag	94.902	1061	1118	48	7	9	1061	94.9	1	1113	1113	100	100	27129	26016	15665498	0	1737	1925
Cast2/4_inter	LG4_RagTag	94.817	1061	1119	48	7	10	1061	94.82	1	1113	1113	100	100	3833948	3832834	15665498	0	1735	1923
Cast2/4_inter	LG4_RagTag	94.648	1061	1121	48	7	12	1061	94.65	1	1113	1113	100	100	4157	3041	15665498	0	1731	1919
Cast2/4_inter	LG4_RagTag	94.727	1060	1119	49	7	10	1060	94.73	1	1113	1113	100	100	16925	15811	15665498	0	1730	1918
Cast2/4_inter	LG4_RagTag	94.808	1059	1117	49	7	9	1059	94.81	1	1113	1113	100	100	33502	32391	15665498	0	1730	1918
Cast2/4_inter	LG4_RagTag	94.643	1060	1120	49	7	11	1060	94.64	1	1113	1113	100	100	13099	11984	15665498	0	1728	1916
Cast2/4_inter	LG4_RagTag	94.554	1059	1120	50	6	11	1059	94.55	1	1113	1113	100	100	22028	20913	15665498	0	1728	1916
Cast2/4_inter	LG4_RagTag	94.643	1060	1120	50	7	10	1060	94.64	1	1113	1113	100	100	2880	1764	15665498	0	1728	1915
Cast2/4_inter	LG4_RagTag	94.633	1058	1118	52	6	8	1058	94.63	1	1113	1113	100	100	38602	37488	15665498	0	1727	1914
Cast2/4_inter	LG4_RagTag	94.628	1057	1117	51	8	9	1057	94.63	1	1113	1113	100	100	211735	210624	15665498	0	1717	1903
Cast2/4_inter	LG4_RagTag	94.434	1052	1114	55	6	7	1052	94.43	3	1113	1113	100	99	185544	184435	15665498	0	1709	1895
Cast2/4_inter	LG4_RagTag	92.362	1040	1126	69	5	17	1040	92.36	2	1113	1113	100	99	5580226	5579104	15665498	0	1636	1814
Cast2/4_inter	LG4_RagTag	92.444	1040	1125	67	6	18	1040	92.44	3	1113	1113	100	99	5585357	5584237	15665498	0	1636	1813
Cast2/4_inter	LG4_RagTag	92.356	1039	1125	68	6	18	1039	92.36	3	1113	1113	100	99	5584074	5582954	15665498	0	1631	1808
Cast2/4_inter	LG4_RagTag	92.178	1037	1125	70	6	18	1037	92.18	3	1113	1113	100	99	5581508	5580388	15665498	0	1622	1798
Cast2/4_inter	LG4_RagTag	91.918	1035	1126	73	5	18	1035	91.92	3	1113	1113	100	99	189396	188274	15665498	0	1615	1790
Cast2/4_inter	LG4_RagTag	91.918	1035	1126	73	5	18	1035	91.92	3	1113	1113	100	99	210290	209168	15665498	0	1615	1790
Cast2/4_inter	LG4_RagTag	91.829	1034	1126	75	4	17	1034	91.83	3	1113	1113	100	99	197445	196322	15665498	0	1614	1789
Cast2/4_inter	LG4_RagTag	91.829	1034	1126	75	4	17	1034	91.83	3	1113	1113	100	99	198731	197608	15665498	0	1614	1789
Cast2/4_inter	LG4_RagTag	91.829	1034	1126	75	4	17	1034	91.83	3	1113	1113	100	99	203869	202746	15665498	0	1614	1789
Cast2/4_inter	LG4_RagTag	92.007	1036	1126	70	8	20	1036	92.01	3	1113	1113	100	99	5582791	5581671	15665498	0	1608	1782
Cast2/4_inter	LG4_RagTag	92.287	1029	1115	76	6	10	1029	92.29	1	1113	1113	100	100	479287	478181	15665498	0	1606	1780
Cast2/4_inter	LG4_RagTag	91.659	1033	1127	75	6	19	1033	91.66	3	1113	1113	100	99	193418	192295	15665498	0	1599	1773
Cast2/4_inter	LG4_RagTag	92.136	1031	1119	78	7	10	1031	92.14	1	1113	1113	100	100	3823738	3822624	15665498	0	1599	1773
Cast2/4_inter	LG4_RagTag	91.652	1032	1126	75	6	19	1032	91.65	3	1113	1113	100	99	190680	189559	15665498	0	1598	1771
Cast2/4_inter	LG4_RagTag	91.652	1032	1126	75	6	19	1032	91.65	3	1113	1113	100	99	207721	206600	15665498	0	1598	1771
Cast2/4_inter	LG4_RagTag	91.652	1032	1126	75	6	19	1032	91.65	3	1113	1113	100	99	209005	207884	15665498	0	1598	1771
Cast2/4_inter	LG4_RagTag	91.563	1031	1126	77	5	18	1031	91.56	3	1113	1113	100	99	202583	201461	15665498	0	1597	1770
Cast2/4_inter	LG4_RagTag	94.767	978	1032	45	7	9	978	94.77	85	1113	1113	100	92	212921	211896	15665498	0	1595	1768
Cast2/4_inter	LG4_RagTag	91.563	1031	1126	76	6	19	1031	91.56	3	1113	1113	100	99	188111	186990	15665498	0	1593	1766
Cast2/4_inter	LG4_RagTag	91.563	1031	1126	76	6	19	1031	91.56	3	1113	1113	100	99	205153	204032	15665498	0	1593	1766
Cast2/4_inter	LG4_RagTag	91.563	1031	1126	75	7	20	1031	91.56	3	1113	1113	100	99	192132	191012	15665498	0	1590	1762
Cast2/4_inter	LG4_RagTag	91.474	1030	1126	77	6	19	1030	91.47	3	1113	1113	100	99	201298	200177	15665498	0	1589	1761
Cast2/4_inter	LG4_RagTag	91.385	1029	1126	78	5	19	1029	91.39	3	1113	1113	100	99	206437	205316	15665498	0	1589	1761
Cast2/4_inter	LG4_RagTag	91.935	1026	1116	83	6	7	1026	91.94	3	1113	1113	100	99	3680517	3679404	15665498	0	1587	1759
Cast2/4_inter	LG4_RagTag	91.393	1030	1127	78	6	19	1030	91.39	3	1113	1113	100	99	196159	195036	15665498	0	1586	1758
Cast2/4_inter	LG4_RagTag	91.474	1030	1126	76	7	20	1030	91.47	3	1113	1113	100	99	200014	198894	15665498	0	1585	1757
Cast2/4_inter	LG4_RagTag	91.385	1029	1126	78	6	19	1029	91.39	3	1113	1113	100	99	194702	193581	15665498	0	1584	1756
Cast2/4_inter	LG4_RagTag	91.482	1031	1127	74	9	22	1031	91.48	3	1113	1113	100	99	186827	185707	15665498	0	1580	1751
Cast2/4_inter	LG4_RagTag	91.57	1021	1115	91	3	3	1021	91.57	2	1113	1113	100	99	6643546	6642432	15665498	0	1577	1748
Cast2/4_inter	LG4_RagTag	91.57	1021	1115	87	5	7	1021	91.57	2	1113	1113	100	99	6637161	6636051	15665498	0	1572	1742
Cast2/4_inter	LG4_RagTag	91.764	1025	1117	80	9	12	1025	91.76	3	1113	1113	100	99	485651	484541	15665498	0	1571	1741
Cast2/4_inter	LG4_RagTag	91.161	1021	1120	89	5	10	1021	91.16	2	1113	1113	100	99	6642270	6641153	15665498	0	1561	1730
Cast2/4_inter	LG4_RagTag	91.071	1020	1120	90	5	10	1020	91.07	2	1113	1113	100	99	6639718	6638601	15665498	0	1556	1725
Cast2/4_inter	LG4_RagTag	91.398	1020	1116	88	7	8	1020	91.4	2	1113	1113	100	99	6640991	6639880	15665498	0	1556	1725
Cast2/4_inter	LG4_RagTag	90.909	1020	1122	87	6	15	1020	90.91	3	1113	1113	100	99	717339	716222	15665498	0	1551	1719
Cast2/4_inter	LG4_RagTag	90.982	1019	1120	90	6	11	1019	90.98	2	1113	1113	100	99	6638439	6637323	15665498	0	1548	1716
Cast2/4_inter	LG4_RagTag	91.285	1016	1113	88	8	9	1016	91.28	3	1113	1113	100	99	3396100	3394995	15665498	0	1543	1710
Cast2/4_inter	LG4_RagTag	90.723	1017	1121	93	5	11	1017	90.72	3	1113	1113	100	99	3463940	3462821	15665498	0	1541	1708
Cast2/4_inter	LG4_RagTag	90.723	1017	1121	92	6	12	1017	90.72	3	1113	1113	100	99	3461719	3460601	15665498	0	1537	1704
Cast2/4_inter	LG4_RagTag	91.203	1016	1114	88	9	10	1016	91.2	3	1113	1113	100	99	787130	786024	15665498	0	1536	1703
Cast2/4_inter	LG4_RagTag	90.633	1016	1121	94	5	11	1016	90.63	3	1113	1113	100	99	3445057	3443938	15665498	0	1536	1703
Cast2/4_inter	LG4_RagTag	90.633	1016	1121	94	5	11	1016	90.63	3	1113	1113	100	99	3471716	3470597	15665498	0	1536	1703
Cast2/4_inter	LG4_RagTag	90.942	1014	1115	93	6	8	1014	90.94	3	1113	1113	100	99	6286963	6285853	15665498	0	1536	1703
Cast2/4_inter	LG4_RagTag	90.553	1016	1122	94	5	12	1016	90.55	3	1113	1113	100	99	3465053	3463933	15665498	0	1535	1701
Cast2/4_inter	LG4_RagTag	90.536	1014	1120	96	4	10	1014	90.54	3	1113	1113	100	99	3447277	3446159	15665498	0	1534	1700
Cast2/4_inter	LG4_RagTag	90.762	1012	1115	99	4	4	1012	90.76	2	1113	1113	100	99	4541477	4540364	15665498	0	1533	1699
Cast2/4_inter	LG4_RagTag	90.868	1015	1117	92	7	10	1015	90.87	3	1113	1113	100	99	6290786	6289674	15665498	0	1533	1699
Cast2/4_inter	LG4_RagTag	90.844	1012	1114	97	5	5	1012	90.84	3	1113	1113	100	99	636753	635642	15665498	0	1532	1698
Cast2/4_inter	LG4_RagTag	90.544	1015	1121	95	5	11	1015	90.54	3	1113	1113	100	99	3457272	3456153	15665498	0	1532	1698
Cast2/4_inter	LG4_RagTag	90.762	1012	1115	96	5	7	1012	90.76	3	1113	1113	100	99	6292060	6290949	15665498	0	1531	1697
Cast2/4_inter	LG4_RagTag	90.553	1016	1122	94	6	12	1016	90.55	3	1113	1113	100	99	3458385	3457265	15665498	0	1530	1696
Cast2/4_inter	LG4_RagTag	90.673	1011	1115	98	4	6	1011	90.67	3	1113	1113	100	99	6288238	6287126	15665498	0	1530	1696
Cast2/4_inter	LG4_RagTag	90.446	1013	1120	97	4	10	1013	90.45	3	1113	1113	100	99	3456160	3455042	15665498	0	1529	1695
Cast2/4_inter	LG4_RagTag	90.446	1013	1120	97	4	10	1013	90.45	3	1113	1113	100	99	3467275	3466157	15665498	0	1529	1695
Cast2/4_inter	LG4_RagTag	90.446	1013	1120	94	5	13	1013	90.45	3	1113	1113	100	99	3468383	3467268	15665498	0	1527	1693
Cast2/4_inter	LG4_RagTag	90.446	1013	1120	96	5	11	1013	90.45	3	1113	1113	100	99	3472826	3471709	15665498	0	1526	1691
Cast2/4_inter	LG4_RagTag	90.4	1017	1125	92	7	16	1017	90.4	3	1113	1113	100	99	3480194	3479072	15665498	0	1526	1691
Cast2/4_inter	LG4_RagTag	90.689	1013	1117	97	6	7	1013	90.69	2	1113	1113	100	99	4546751	4545637	15665498	0	1526	1691
Cast2/4_inter	LG4_RagTag	90.357	1012	1120	98	4	10	1012	90.36	3	1113	1113	100	99	3451716	3450598	15665498	0	1525	1690
Cast2/4_inter	LG4_RagTag	90.455	1014	1121	95	6	12	1014	90.45	3	1113	1113	100	99	3443945	3442827	15665498	0	1524	1689
Cast2/4_inter	LG4_RagTag	90.455	1014	1121	95	6	12	1014	90.45	3	1113	1113	100	99	3466164	3465046	15665498	0	1524	1689
Cast2/4_inter	LG4_RagTag	90.762	1012	1115	94	7	9	1012	90.76	3	1113	1113	100	99	6294602	6293493	15665498	0	1524	1689
Cast2/4_inter	LG4_RagTag	90.374	1014	1122	95	6	13	1014	90.37	3	1113	1113	100	99	3452828	3451709	15665498	0	1522	1687
Cast2/4_inter	LG4_RagTag	90.446	1013	1120	95	6	12	1013	90.45	3	1113	1113	100	99	3455049	3453933	15665498	0	1522	1687
Cast2/4_inter	LG4_RagTag	90.4	1017	1125	92	8	16	1017	90.4	3	1113	1113	100	99	531043	529921	15665498	0	1521	1686
Cast2/4_inter	LG4_RagTag	90.285	1013	1122	97	5	12	1013	90.29	3	1113	1113	100	99	3442834	3441714	15665498	0	1521	1686
Cast2/4_inter	LG4_RagTag	90.656	1009	1113	94	6	10	1009	90.66	3	1113	1113	100	99	3776317	3775213	15665498	0	1521	1686
Cast2/4_inter	LG4_RagTag	90.268	1011	1120	99	4	10	1011	90.27	3	1113	1113	100	99	3469494	3468376	15665498	0	1520	1685
Cast2/4_inter	LG4_RagTag	90.527	1013	1119	95	7	11	1013	90.53	2	1113	1113	100	99	4212727	4211613	15665498	0	1519	1684
Cast2/4_inter	LG4_RagTag	90.277	1012	1121	98	5	11	1012	90.28	3	1113	1113	100	99	3453940	3452821	15665498	0	1518	1683
Cast2/4_inter	LG4_RagTag	90.277	1012	1121	95	6	14	1012	90.28	3	1113	1113	100	99	3446166	3445050	15665498	0	1517	1681
Cast2/4_inter	LG4_RagTag	90.196	1012	1122	98	5	12	1012	90.2	3	1113	1113	100	99	3459498	3458378	15665498	0	1517	1681
Cast2/4_inter	LG4_RagTag	90.268	1011	1120	95	6	14	1011	90.27	3	1113	1113	100	99	3449494	3448380	15665498	0	1515	1679
Cast2/4_inter	LG4_RagTag	90.502	1010	1116	100	6	6	1010	90.5	2	1113	1113	100	99	4544031	4542918	15665498	0	1514	1678
Cast2/4_inter	LG4_RagTag	90.455	1014	1121	96	8	11	1014	90.45	2	1113	1113	100	99	4550749	4549631	15665498	0	1514	1678
Cast2/4_inter	LG4_RagTag	90.476	1007	1113	99	5	7	1007	90.48	3	1113	1113	100	99	6293330	6292223	15665498	0	1514	1678
Cast2/4_inter	LG4_RagTag	90.493	1009	1115	99	6	7	1009	90.49	3	1113	1113	100	99	4806671	4805560	15665498	0	1513	1677
Cast2/4_inter	LG4_RagTag	90.277	1012	1121	96	7	13	1012	90.28	3	1113	1113	100	99	3460608	3459491	15665498	0	1511	1675
Cast2/4_inter	LG4_RagTag	93.195	945	1014	67	2	2	945	93.2	2	1013	1113	100	91	4035702	4034689	15665498	0	1511	1675
Cast2/4_inter	LG4_RagTag	90.502	1010	1116	98	7	8	1010	90.5	3	1113	1113	100	99	4802508	4801396	15665498	0	1511	1675
Cast2/4_inter	LG4_RagTag	90.502	1010	1116	99	7	7	1010	90.5	2	1113	1113	100	99	4545305	4544193	15665498	0	1510	1674
Cast2/4_inter	LG4_RagTag	89.947	1011	1124	99	5	14	1011	89.95	3	1113	1113	100	99	3475542	3474420	15665498	0	1508	1672
Cast2/4_inter	LG4_RagTag	90.098	1010	1121	97	6	14	1010	90.1	3	1113	1113	100	99	3462828	3461712	15665498	0	1508	1671
Cast2/4_inter	LG4_RagTag	90.421	1010	1117	100	7	7	1010	90.42	2	1113	1113	100	99	4549469	4548355	15665498	0	1508	1671
Cast2/4_inter	LG4_RagTag	90.107	1011	1122	96	7	15	1011	90.11	3	1113	1113	100	99	3448387	3447270	15665498	0	1506	1669
Cast2/4_inter	LG4_RagTag	90.098	1010	1121	99	6	12	1010	90.1	3	1113	1113	100	99	3450605	3449487	15665498	0	1506	1669
Cast2/4_inter	LG4_RagTag	90.215	1005	1114	103	4	6	1005	90.22	3	1113	1113	100	99	6289511	6288401	15665498	0	1506	1669
Cast2/4_inter	LG4_RagTag	90.314	1007	1115	101	6	7	1007	90.31	3	1113	1113	100	99	4809559	4808448	15665498	0	1504	1667
Cast2/4_inter	LG4_RagTag	90.438	1012	1119	94	10	13	1012	90.44	3	1113	1113	100	99	660624	659511	15665498	0	1503	1666
Cast2/4_inter	LG4_RagTag	90.412	1009	1116	98	8	9	1009	90.41	3	1113	1113	100	99	4796905	4795794	15665498	0	1503	1666
Cast2/4_inter	LG4_RagTag	90.331	1009	1117	99	8	9	1009	90.33	3	1113	1113	100	99	4805227	4804114	15665498	0	1500	1663
Cast2/4_inter	LG4_RagTag	90.323	1008	1116	99	8	9	1008	90.32	3	1113	1113	100	99	4799793	4798682	15665498	0	1498	1661
Cast2/4_inter	LG4_RagTag	90.323	1008	1116	99	8	9	1008	90.32	3	1113	1113	100	99	4808115	4807004	15665498	0	1498	1661
Cast2/4_inter	LG4_RagTag	90.25	1009	1118	99	8	10	1009	90.25	3	1113	1113	100	99	4812279	4811165	15665498	0	1498	1661
Cast2/4_inter	LG4_RagTag	90.161	1008	1118	100	7	10	1008	90.16	3	1113	1113	100	99	4813726	4812612	15665498	0	1498	1661
Cast2/4_inter	LG4_RagTag	90.009	1009	1121	99	7	13	1009	90.01	3	1113	1113	100	99	3470604	3469487	15665498	0	1498	1660
Cast2/4_inter	LG4_RagTag	90.242	1008	1117	98	8	11	1008	90.24	3	1113	1113	100	99	3822631	3821520	15665498	0	1498	1660
Cast2/4_inter	LG4_RagTag	90.412	1009	1116	95	10	12	1009	90.41	3	1113	1113	100	99	832507	831399	15665498	0	1497	1659
Cast2/4_inter	LG4_RagTag	90.054	1005	1116	105	5	6	1005	90.05	2	1113	1113	100	99	4157709	4156596	15665498	0	1496	1658
Cast2/4_inter	LG4_RagTag	90.224	1006	1115	102	7	7	1006	90.22	2	1113	1113	100	99	4548193	4547083	15665498	0	1495	1657
Cast2/4_inter	LG4_RagTag	90.233	1007	1116	100	8	9	1007	90.23	3	1113	1113	100	99	4798349	4797238	15665498	0	1494	1656
Cast2/4_inter	LG4_RagTag	90.233	1007	1116	100	8	9	1007	90.23	3	1113	1113	100	99	4816613	4815502	15665498	0	1494	1656
Cast2/4_inter	LG4_RagTag	90.691	1023	1128	82	20	23	1023	90.69	3	1113	1113	100	99	812930	811809	15665498	0	1492	1654
Cast2/4_inter	LG4_RagTag	90.17	1009	1119	99	9	11	1009	90.17	2	1113	1113	100	99	923517	922403	15665498	0	1492	1654
Cast2/4_inter	LG4_RagTag	90.054	1005	1116	104	6	7	1005	90.05	2	1113	1113	100	99	4156435	4155323	15665498	0	1492	1654
Cast2/4_inter	LG4_RagTag	90.135	1005	1115	102	7	8	1005	90.13	3	1113	1113	100	99	4815169	4814059	15665498	0	1491	1653
Cast2/4_inter	LG4_RagTag	90.143	1006	1116	100	8	10	1006	90.14	3	1113	1113	100	99	4803781	4802671	15665498	0	1490	1652
Cast2/4_inter	LG4_RagTag	90.143	1006	1116	100	8	10	1006	90.14	3	1113	1113	100	99	4810832	4809722	15665498	0	1490	1652
Cast2/4_inter	LG4_RagTag	90.25	1009	1118	98	10	11	1009	90.25	2	1113	1113	100	99	5140502	5139390	15665498	0	1490	1652
Cast2/4_inter	LG4_RagTag	89.732	1005	1120	94	7	21	1005	89.73	3	1113	1113	100	99	3479079	3477972	15665498	0	1489	1651
Cast2/4_inter	LG4_RagTag	89.973	1005	1117	105	6	7	1005	89.97	2	1113	1113	100	99	4357773	4356659	15665498	0	1489	1651
Cast2/4_inter	LG4_RagTag	90.143	1006	1116	101	8	9	1006	90.14	3	1113	1113	100	99	4794017	4792906	15665498	0	1489	1651
Cast2/4_inter	LG4_RagTag	90.054	1005	1116	103	7	8	1005	90.05	2	1113	1113	100	99	4153887	4152776	15665498	0	1489	1650
Cast2/4_inter	LG4_RagTag	89.982	1006	1118	104	7	8	1006	89.98	2	1113	1113	100	99	4233330	4232215	15665498	0	1488	1649
Cast2/4_inter	LG4_RagTag	90.152	1007	1117	100	9	10	1007	90.15	3	1113	1113	100	99	4795461	4794349	15665498	0	1488	1649
Cast2/4_inter	LG4_RagTag	89.964	1004	1116	106	6	6	1004	89.96	2	1113	1113	100	99	4152614	4151501	15665498	0	1487	1648
Cast2/4_inter	LG4_RagTag	90.107	1011	1122	97	11	14	1011	90.11	2	1113	1113	100	99	4542756	4541639	15665498	0	1487	1648
Cast2/4_inter	LG4_RagTag	89.865	1002	1115	101	6	12	1002	89.87	3	1113	1113	100	99	3962861	3961755	15665498	0	1486	1647
Cast2/4_inter	LG4_RagTag	89.982	1006	1118	102	8	10	1006	89.98	3	1113	1113	100	99	4818060	4816946	15665498	0	1485	1646
Cast2/4_inter	LG4_RagTag	89.973	1005	1117	103	8	9	1005	89.97	2	1113	1113	100	99	922241	921129	15665498	0	1482	1643
Cast2/4_inter	LG4_RagTag	89.991	1007	1119	99	10	13	1007	89.99	4	1113	1113	100	99	5139059	5137945	15665498	0	1480	1641
Cast2/4_inter	LG4_RagTag	89.973	1005	1117	102	9	10	1005	89.97	2	1113	1113	100	99	4359047	4357936	15665498	0	1479	1639
Cast2/4_inter	LG4_RagTag	89.955	1003	1115	99	9	13	1003	89.96	3	1113	1113	100	99	3706806	3705701	15665498	0	1478	1638
Cast2/4_inter	LG4_RagTag	89.695	1001	1116	109	6	6	1001	89.7	2	1113	1113	100	99	4155162	4154049	15665498	0	1473	1633
Cast2/4_inter	LG4_RagTag	89.794	1003	1117	106	8	8	1003	89.79	2	1113	1113	100	99	5840531	5839418	15665498	0	1472	1632
Cast2/4_inter	LG4_RagTag	89.695	1001	1116	107	7	8	1001	89.7	3	1113	1113	100	99	5578941	5577829	15665498	0	1471	1630
Cast2/4_inter	LG4_RagTag	89.146	1002	1124	90	9	32	1002	89.15	1	1113	1113	100	100	3502929	3501827	15665498	0	1466	1625
Cast2/4_inter	LG4_RagTag	89.554	1003	1120	107	8	10	1003	89.55	2	1113	1113	100	99	4234609	4233492	15665498	0	1466	1625
Cast2/4_inter	LG4_RagTag	89.875	1003	1116	100	11	13	1003	89.87	3	1113	1113	100	99	4801063	4799956	15665498	0	1466	1625
Cast2/4_inter	LG4_RagTag	89.615	1001	1117	107	9	9	1001	89.62	2	1113	1113	100	99	5841805	5840693	15665498	0	1460	1618
Cast2/4_inter	LG4_RagTag	89.497	997	1114	109	7	8	997	89.5	3	1113	1113	100	99	3664984	3663876	15665498	0	1458	1616
